GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
8600000US96719,96719,ZCTA5 96719,638,157,532,147,423,129,106,78,3.3,3.8,4.3,4.8,3.8,5.4,4.7,8.9,1.1,1.4,0.6,0.9,0.7,1.1,3.8,8.1,8.9,7.9,9.8,9.5,10.6,11.3,11.3,13.9,20.7,14.9,14.7,14.7,16.5,18.3,58.5,37.5,10.7,6.0,5.8,5.0,5.9,5.9,21.7,24.1,16.1,6.4,24.6,10.2,18.2,9.7,0.0,24.3,24.5,12.0,29.3,13.5,36.2,16.4,0.0,24.3,10.7,8.0,6.0,4.9,4.3,3.4,0.0,24.3,4.1,4.0,4.9,4.8,3.8,4.5,0.0,24.3,0.0,4.6,0.0,5.5,0.0,6.8,0.0,24.3,60781,20901,64143,12642,64107,19617,26667,5376,63720,10791,66453,11027,N,N,28936,3661,57.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),65.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),11.3,(X)
8600000US96720,96720,ZCTA5 96720,16257,520,10921,455,7540,415,5336,435,9.0,1.5,5.0,1.7,0.7,0.5,18.8,3.9,5.2,1.1,2.8,1.2,1.1,0.9,11.0,2.7,10.3,1.7,8.7,1.8,5.6,1.7,16.1,3.3,11.2,1.6,9.3,1.8,7.0,1.8,13.8,3.5,11.7,1.6,11.4,1.8,11.0,2.2,11.1,2.8,16.5,1.9,18.5,2.5,17.9,2.7,14.3,2.8,13.7,1.6,16.0,2.1,18.4,2.9,7.6,2.3,14.4,1.8,18.1,2.3,24.0,2.9,4.8,2.3,4.6,0.9,6.3,1.2,8.7,1.7,0.9,1.1,3.4,0.8,4.1,1.0,5.5,1.3,1.5,1.5,52822,3077,67223,5354,83759,4245,27026,2697,69357,3145,79638,3567,94813,4193,43415,6177,23.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.8,(X)
8600000US96722,96722,ZCTA5 96722,1005,161,585,117,506,116,420,121,12.4,6.2,7.9,6.8,5.7,5.6,18.8,11.8,0.0,2.9,0.0,5.0,0.0,5.8,0.0,6.9,9.4,6.6,3.6,3.3,3.2,3.5,18.6,15.3,7.3,3.9,8.7,5.2,9.1,5.9,5.2,5.1,20.2,7.6,11.6,5.4,12.6,6.1,31.0,16.0,9.8,5.1,14.9,7.2,13.6,7.6,3.8,6.3,20.4,9.2,22.9,12.5,25.3,13.8,18.3,14.5,11.9,5.4,15.6,8.1,14.6,8.8,4.3,5.1,4.3,4.2,7.4,6.9,7.1,7.5,0.0,6.9,4.4,3.9,7.5,6.5,8.7,7.6,0.0,6.9,50893,22107,81932,21428,82813,13382,38269,11840,68750,11375,86029,16350,N,N,43131,12194,28.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.6,(X)
8600000US96725,96725,ZCTA5 96725,1228,189,971,192,705,164,257,95,5.5,4.2,5.0,4.9,1.3,1.6,7.4,7.7,3.6,4.2,4.4,5.5,4.4,6.8,5.1,7.4,6.9,4.0,6.3,5.3,1.0,1.6,12.1,14.1,9.0,5.1,8.3,6.0,10.6,7.8,4.3,4.9,12.4,5.7,12.4,6.2,8.9,6.4,16.7,14.3,21.2,6.7,23.1,8.3,26.0,9.7,16.3,12.6,16.9,6.4,14.1,6.7,14.6,8.3,24.5,13.2,14.9,6.0,14.2,6.7,18.3,8.7,13.6,12.9,4.7,3.1,6.0,3.9,8.2,5.4,0.0,11.0,4.9,6.2,6.2,7.7,6.7,10.2,0.0,11.0,65338,9627,62891,12072,71797,14108,65987,34467,81120,22092,85871,27495,N,N,59361,12171,51.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),49.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),48.6,(X)
8600000US96726,96726,ZCTA5 96726,232,69,175,59,110,53,57,48,10.3,11.6,6.3,11.5,0.0,23.6,22.8,34.2,0.0,12.1,0.0,15.7,0.0,23.6,0.0,37.7,8.6,10.1,11.4,13.0,18.2,19.9,0.0,37.7,16.4,12.7,8.6,10.4,8.2,14.6,40.4,41.5,20.3,20.2,14.9,21.8,0.0,23.6,36.8,46.8,26.3,18.9,34.9,23.3,48.2,27.9,0.0,37.7,8.6,12.5,11.4,16.8,5.5,10.0,0.0,37.7,7.3,9.7,9.7,12.5,15.5,18.9,0.0,37.7,0.0,12.1,0.0,15.7,0.0,23.6,0.0,37.7,2.2,3.6,2.9,4.8,4.5,7.7,0.0,37.7,48452,25649,61625,33053,63472,7208,26685,27537,71424,38899,84716,51819,N,N,30061,14977,70.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),58.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),78.9,(X)
8600000US96727,96727,ZCTA5 96727,1589,120,1243,139,866,149,346,99,5.4,3.0,0.3,0.4,0.0,3.4,23.7,11.5,4.3,2.2,0.9,0.8,0.8,0.9,16.5,8.0,10.1,3.5,9.3,4.4,5.8,3.9,15.9,8.5,8.1,2.9,8.8,3.4,8.3,4.0,7.8,6.1,14.8,4.6,11.7,5.3,10.6,6.6,26.0,12.2,21.1,5.6,27.1,6.1,27.1,8.2,6.9,7.4,15.4,6.0,17.6,7.3,20.0,9.2,0.0,8.3,13.8,5.3,15.4,6.1,17.3,7.6,3.2,4.7,4.7,2.9,6.0,3.6,5.9,4.3,0.0,8.3,2.3,1.6,2.9,2.1,4.2,3.0,0.0,8.3,57717,6268,62309,10508,72604,17844,20357,9803,68181,7717,77159,7232,N,N,27854,7184,40.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),42.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.4,(X)
8600000US96728,96728,ZCTA5 96728,240,73,151,51,120,49,89,35,2.5,3.3,0.0,17.9,0.0,21.9,6.7,9.4,6.7,5.3,8.6,7.4,3.3,5.2,3.4,5.3,12.5,6.6,6.0,6.0,2.5,3.7,25.8,14.8,14.6,9.4,6.6,7.3,4.2,6.9,28.1,20.6,10.0,7.0,9.3,7.3,8.3,9.0,11.2,13.2,17.9,11.9,25.2,16.7,25.8,18.2,5.6,9.4,17.1,9.6,16.6,11.9,20.8,15.1,15.7,13.2,15.4,14.2,22.5,22.7,28.3,27.0,3.4,5.3,1.3,2.6,2.0,3.9,2.5,5.0,0.0,27.9,2.1,3.2,3.3,5.0,4.2,6.3,0.0,27.9,53750,15054,66406,25102,80972,21769,33750,1534,63347,12021,77070,18236,N,N,37970,8262,22.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.7,(X)
8600000US96729,96729,ZCTA5 96729,370,54,289,50,209,44,81,33,13.5,6.7,8.7,6.0,4.3,5.3,30.9,20.4,4.3,3.9,1.4,2.1,1.9,2.9,14.8,15.8,9.2,5.1,8.3,5.2,7.7,5.8,12.3,12.1,11.4,5.8,13.5,6.8,13.9,8.7,7.4,12.2,15.9,6.6,14.9,7.7,16.3,9.6,16.0,14.7,21.9,7.6,24.6,8.5,20.6,8.2,14.8,16.5,6.2,4.2,7.6,5.3,9.6,7.2,3.7,5.6,12.7,6.7,16.3,8.2,20.6,10.9,0.0,30.0,2.2,3.5,2.8,4.4,3.8,6.2,0.0,30.0,2.7,2.3,2.1,2.3,1.4,2.0,0.0,30.0,43542,12046,54063,10055,56827,21159,22969,18004,58595,9626,64495,10567,N,N,28754,11116,46.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),46.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),44.4,(X)
8600000US96730,96730,ZCTA5 96730,463,71,323,47,210,38,140,64,1.9,2.2,0.0,8.9,0.0,13.3,6.4,7.5,7.8,6.3,2.8,3.2,2.9,4.4,19.3,18.2,4.5,3.6,3.4,3.8,1.9,2.8,7.1,8.3,4.5,4.4,4.3,5.1,0.0,13.3,5.0,7.7,17.7,7.8,18.0,9.4,9.0,6.9,17.1,13.8,21.2,9.5,18.6,8.6,22.9,10.5,27.1,25.3,14.9,6.9,15.5,8.2,21.0,11.1,17.9,13.9,14.5,5.9,19.8,7.6,24.3,10.7,0.0,19.2,9.5,5.5,12.7,8.0,10.5,8.7,0.0,19.2,3.5,2.2,5.0,3.1,7.6,4.6,0.0,19.2,70216,8719,79659,24355,94286,9993,45833,34984,85490,13328,100220,16547,N,N,48729,12300,42.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),41.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),42.9,(X)
8600000US96731,96731,ZCTA5 96731,746,119,594,103,415,76,152,58,11.9,7.1,6.4,4.6,3.9,4.8,33.6,24.0,6.3,3.5,3.4,3.1,1.9,2.5,19.7,14.3,6.4,4.1,2.7,2.9,3.9,4.1,19.1,13.3,9.4,5.9,9.9,7.0,5.5,5.5,7.2,9.9,14.2,7.2,16.2,8.7,13.0,7.7,6.6,7.8,10.6,4.9,12.1,5.9,13.7,7.5,5.3,5.8,17.4,6.8,21.2,8.5,20.7,8.2,3.9,4.3,15.1,6.6,17.8,7.8,23.4,9.4,3.3,4.3,4.6,2.7,5.2,3.5,6.7,4.7,1.3,2.1,4.0,2.6,5.1,3.2,7.2,4.6,0.0,17.8,55938,20829,73889,12298,82784,7829,14457,6552,71576,9942,82658,10837,N,N,25397,10739,50.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),47.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),57.2,(X)
8600000US96732,96732,ZCTA5 96732,6750,347,5300,343,3587,314,1450,240,2.7,1.2,2.0,1.4,0.3,0.4,10.1,5.0,5.6,2.4,3.6,1.9,2.3,1.7,13.6,7.1,8.9,2.3,6.6,2.5,4.9,2.4,20.3,8.5,8.6,2.3,7.2,2.2,5.5,3.1,13.7,5.7,12.1,3.1,11.9,3.6,9.9,4.0,16.2,7.5,20.6,3.9,21.5,4.2,22.1,5.0,13.4,6.0,10.2,2.7,12.1,3.5,8.5,3.1,6.1,4.8,21.6,3.3,25.8,3.9,34.0,5.4,4.6,3.5,5.9,1.7,6.0,2.2,8.4,3.1,0.0,2.0,3.7,1.3,3.5,1.6,4.3,2.1,1.9,2.6,62981,3803,71275,6723,88634,16451,30200,6363,82858,6170,89500,7410,N,N,39999,7240,28.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),16.8,(X)
8600000US96734,96734,ZCTA5 96734,16051,289,12676,360,9933,399,3375,324,3.6,1.0,2.7,1.0,0.8,0.5,7.1,2.6,2.1,0.7,0.9,0.5,0.4,0.3,6.8,3.0,3.6,0.9,2.7,0.8,1.9,0.7,8.4,2.8,7.2,1.5,7.6,1.6,7.1,1.8,8.3,2.4,8.0,1.4,6.9,1.5,6.6,1.6,13.1,4.1,16.9,1.8,16.5,1.8,15.7,2.3,21.1,4.7,14.3,1.6,15.2,1.8,15.1,2.3,10.7,3.1,20.5,1.9,21.2,2.3,22.8,2.5,16.1,3.8,11.8,1.5,13.2,1.9,14.8,2.2,2.9,1.5,12.0,1.5,13.1,1.7,14.8,2.0,5.4,2.7,89016,4748,96122,3961,103605,4554,57846,9452,111927,4155,116966,4268,N,N,79449,10404,31.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.9,(X)
8600000US96737,96737,ZCTA5 96737,1521,222,801,198,646,185,720,171,24.1,7.6,13.2,7.0,11.3,7.0,38.1,13.2,5.7,5.0,7.5,8.2,9.3,9.8,3.8,6.2,10.5,6.2,1.1,2.0,1.4,2.5,20.8,12.7,4.8,3.7,16.2,12.1,2.9,5.0,3.5,5.4,17.0,7.4,20.0,13.8,24.8,15.6,5.8,5.4,20.0,9.2,23.7,13.2,27.7,16.1,10.4,8.0,10.7,6.9,15.0,12.3,18.6,15.2,5.8,5.5,6.0,5.4,3.2,3.7,4.0,4.8,9.0,10.0,0.0,2.0,0.0,3.7,0.0,4.5,0.0,4.1,1.3,2.1,0.0,3.7,0.0,4.5,2.8,4.4,43173,13319,46341,6416,50114,9189,17980,4563,49856,15946,45431,7202,N,N,51633,32796,33.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.9,(X)
8600000US96738,96738,ZCTA5 96738,2393,240,1727,221,1322,194,666,178,2.8,2.5,3.9,3.7,0.2,0.4,4.1,4.6,0.8,1.0,1.2,1.4,1.5,1.8,0.0,4.4,5.3,4.2,3.6,3.9,2.3,3.6,9.5,10.3,8.0,4.5,6.1,5.2,3.9,2.9,10.8,8.9,10.4,4.4,9.9,5.1,9.2,5.9,13.5,8.9,25.0,6.9,25.6,8.2,26.6,9.7,25.8,14.5,19.8,5.8,18.0,6.4,18.8,7.1,22.4,15.6,16.7,5.7,20.3,8.0,22.7,9.6,11.6,10.4,6.4,3.5,5.8,3.7,7.6,4.9,2.4,3.9,4.9,2.6,5.6,3.1,7.3,3.9,0.0,4.4,73285,9210,74824,10413,80490,11103,64063,19250,85217,8243,87449,10573,N,N,65205,12444,32.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),38.0,(X)
8600000US96740,96740,ZCTA5 96740,12808,570,8286,559,6270,533,4522,455,5.1,1.6,4.2,2.1,0.4,0.4,10.5,4.0,5.6,1.8,2.8,1.3,1.8,1.6,10.5,4.1,9.8,2.1,7.1,2.1,5.5,2.3,16.1,4.2,7.9,1.7,6.7,2.0,5.1,1.9,10.3,3.1,9.1,1.7,7.8,1.9,7.4,2.0,11.9,3.4,23.5,2.8,22.7,3.1,22.4,3.7,23.3,5.7,16.1,2.6,20.1,3.7,23.0,4.0,7.7,2.9,13.0,2.4,16.1,3.1,19.4,3.6,6.7,2.6,5.5,1.6,7.4,2.4,8.7,2.9,0.9,1.0,4.3,1.2,5.2,1.5,6.3,2.0,2.0,1.2,61875,3522,73785,4507,81855,6761,37224,5794,78673,5737,90685,8153,N,N,49979,4901,37.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.3,(X)
8600000US96741,96741,ZCTA5 96741,1893,170,1290,191,999,186,603,174,5.0,2.8,2.7,2.8,3.5,3.6,9.8,7.4,2.9,2.7,1.2,1.9,1.6,2.4,6.3,7.1,12.3,5.9,7.3,6.1,3.5,3.1,23.1,12.7,12.4,5.1,13.0,6.8,10.3,6.7,15.8,10.9,14.8,5.0,14.8,6.5,11.1,6.5,14.9,7.3,11.9,5.4,11.3,5.5,9.8,5.6,8.5,7.9,11.4,4.4,13.9,5.7,17.9,6.8,6.0,5.6,22.8,6.7,26.4,8.3,32.2,9.2,14.9,12.2,2.9,1.9,3.8,2.9,2.9,2.9,0.8,1.7,3.8,2.2,5.5,3.3,7.1,4.4,0.0,4.8,54393,16369,74107,24765,84437,11511,31146,11267,71325,6467,82232,9821,N,N,45969,11808,40.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),47.4,(X)
8600000US96742,96742,ZCTA5 96742,46,13,12,6,12,6,34,14,15.2,12.5,0.0,82.3,0.0,82.3,20.6,15.8,8.7,13.1,0.0,82.3,0.0,82.3,11.8,16.7,0.0,42.0,0.0,82.3,0.0,82.3,0.0,48.9,0.0,42.0,0.0,82.3,0.0,82.3,0.0,48.9,15.2,12.9,0.0,82.3,0.0,82.3,20.6,16.5,26.1,15.4,33.3,28.9,33.3,28.9,23.5,18.7,8.7,8.7,33.3,26.0,33.3,26.0,0.0,48.9,17.4,13.3,16.7,17.0,16.7,17.0,17.6,16.2,8.7,7.7,16.7,19.1,16.7,19.1,5.9,7.3,0.0,42.0,0.0,82.3,0.0,82.3,0.0,48.9,59375,12267,88750,24555,88750,24555,44375,19784,66591,16287,101667,21343,N,N,54212,15549,28.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.5,(X)
8600000US96743,96743,ZCTA5 96743,4204,297,2936,328,2117,301,1268,283,1.8,1.2,0.3,0.3,0.3,0.4,5.6,4.0,6.6,3.0,3.8,3.7,0.2,0.3,13.0,7.8,10.1,5.1,9.3,4.9,6.7,3.8,18.3,10.9,12.8,4.2,13.2,5.8,6.6,4.5,16.2,9.3,11.2,3.5,10.4,4.5,8.9,4.7,12.3,7.1,16.8,4.5,17.9,6.1,17.8,7.7,12.7,5.4,19.0,4.2,21.7,6.4,28.1,7.5,10.2,6.3,12.0,4.0,11.1,4.9,15.0,6.7,9.4,7.7,5.0,3.0,7.0,4.1,9.1,5.5,0.0,2.3,4.5,2.1,5.3,2.6,7.4,3.7,2.4,2.7,58392,5898,64741,15373,82539,7098,31990,9260,76038,7086,83810,8833,N,N,50287,10909,32.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.0,(X)
8600000US96744,96744,ZCTA5 96744,17152,232,13395,347,10204,378,3757,335,3.6,0.9,2.0,0.8,1.1,0.7,10.0,3.1,2.7,0.9,1.3,0.7,0.5,0.6,7.8,2.7,5.5,1.2,4.0,1.1,2.2,1.0,10.6,3.6,5.1,1.1,4.7,1.1,3.3,1.1,7.4,3.2,8.8,1.2,7.5,1.1,5.9,1.3,15.3,3.9,16.2,1.7,15.1,1.9,14.9,2.2,19.8,5.1,16.6,1.5,17.5,1.6,17.7,2.2,13.7,3.9,22.7,1.9,26.4,2.3,29.5,2.7,8.7,2.8,9.8,1.4,11.6,1.6,13.1,1.9,4.0,1.5,9.0,1.3,9.9,1.6,11.9,2.0,2.8,1.5,85608,2821,95769,5421,107137,4779,48894,5740,101331,3486,110245,4111,N,N,61143,5065,35.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.8,(X)
8600000US96746,96746,ZCTA5 96746,6451,294,4379,309,3497,291,2072,271,6.6,2.5,2.6,1.4,1.0,1.0,17.7,7.0,2.1,1.2,2.1,1.4,0.9,1.0,2.8,2.4,9.3,2.4,3.2,1.6,3.3,1.8,19.7,5.6,7.7,2.1,6.0,2.5,4.0,2.1,10.3,4.3,13.3,2.3,13.4,3.1,13.6,3.8,13.3,4.4,22.2,4.5,23.1,4.7,22.2,5.4,26.8,8.9,15.0,3.2,21.0,4.3,24.1,5.0,3.1,2.0,17.3,3.5,19.7,4.1,20.9,4.7,4.5,2.8,4.3,1.7,6.3,2.6,6.8,3.2,0.0,1.4,2.4,1.1,2.5,1.5,3.1,1.9,1.7,1.6,61647,4877,74119,8406,82702,5229,32083,14001,76983,8169,86578,8959,N,N,49896,14412,32.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.9,(X)
8600000US96747,96747,ZCTA5 96747,207,44,167,43,113,37,40,22,4.3,6.1,0.0,16.4,0.0,23.0,22.5,28.5,1.4,1.6,0.0,16.4,0.0,23.0,7.5,9.7,18.4,9.2,19.8,10.7,24.8,14.9,12.5,17.6,1.9,2.5,5.4,8.5,0.0,23.0,10.0,12.9,5.3,4.1,1.8,2.5,0.9,2.6,20.0,18.8,20.3,10.4,18.0,10.1,21.2,13.6,12.5,18.0,24.6,10.9,25.7,11.8,21.2,14.3,15.0,20.8,23.2,10.5,28.7,12.3,31.0,16.5,0.0,45.1,0.0,13.5,0.0,16.4,0.0,23.0,0.0,45.1,0.5,1.9,0.6,2.3,0.9,3.5,0.0,45.1,70313,20283,82566,15635,82961,22017,28750,32578,67731,8878,72757,9497,N,N,34698,15657,75.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),79.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),60.0,(X)
8600000US96748,96748,ZCTA5 96748,1618,152,1129,145,693,141,489,96,10.8,4.8,8.9,5.6,1.4,2.1,15.5,9.3,13.4,5.9,7.6,5.6,2.2,3.5,26.8,12.4,5.8,2.3,6.5,2.8,5.2,3.8,6.7,5.6,11.1,5.5,7.3,5.1,5.3,4.3,19.6,13.4,12.5,4.9,15.0,6.9,14.3,7.3,11.5,8.3,23.2,7.5,27.3,9.7,38.8,12.9,7.4,7.5,13.3,5.7,15.1,7.0,18.2,10.0,11.5,9.2,4.0,2.4,4.3,3.1,6.5,5.2,0.4,0.8,1.7,1.8,2.5,2.6,1.6,1.9,0.0,5.9,4.1,3.2,5.6,4.5,6.5,6.5,0.6,1.1,42727,12299,51807,6015,58708,8226,27863,16557,58834,13069,69167,17621,N,N,31307,6984,42.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),45.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.9,(X)
8600000US96749,96749,ZCTA5 96749,5779,363,3671,426,2444,367,2108,453,19.4,6.2,11.8,5.2,11.4,6.9,33.0,12.8,3.8,2.4,4.5,3.4,2.6,2.7,2.6,1.4,13.7,5.0,10.1,5.7,7.3,5.3,22.9,9.4,7.1,2.6,7.4,3.4,6.3,3.6,9.0,4.9,17.0,5.9,22.8,8.4,22.5,8.4,8.4,4.5,17.4,4.5,18.3,6.2,17.3,8.1,14.1,7.4,8.3,3.0,9.3,3.4,9.0,3.5,2.6,3.8,8.9,3.0,9.5,3.8,14.2,5.5,7.0,5.7,3.2,3.2,4.4,4.9,6.5,7.3,0.5,0.9,1.2,1.3,1.9,2.0,2.9,3.0,0.0,1.4,40201,7645,46257,5458,49946,12598,21347,3785,51778,7986,60441,10894,N,N,32718,9183,43.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),51.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.1,(X)
8600000US96750,96750,ZCTA5 96750,1270,143,806,106,560,91,464,110,8.5,4.9,0.0,3.7,0.0,5.2,23.3,12.2,5.1,2.7,5.8,4.4,1.8,2.7,10.1,6.1,7.4,4.0,4.6,3.6,5.4,4.6,10.1,7.7,9.7,3.9,5.5,4.4,2.5,2.2,20.9,9.4,18.0,5.7,20.6,5.9,15.4,5.9,9.7,6.4,22.0,5.6,26.2,7.6,29.8,9.9,13.6,6.9,9.9,3.6,10.5,4.7,11.6,6.0,6.9,6.5,14.2,5.0,20.5,7.3,25.4,9.7,3.4,4.1,3.7,2.4,3.8,2.9,4.6,4.1,1.9,2.9,1.6,1.4,2.5,2.2,3.6,3.2,0.0,6.3,51518,5195,59397,14142,70536,5736,30072,8065,62327,6188,74850,8090,N,N,34794,7469,54.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),62.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),40.3,(X)
8600000US96751,96751,ZCTA5 96751,47,42,40,41,40,41,7,11,0.0,41.6,0.0,45.1,0.0,45.1,0.0,100.0,0.0,41.6,0.0,45.1,0.0,45.1,0.0,100.0,0.0,41.6,0.0,45.1,0.0,45.1,0.0,100.0,38.3,46.5,45.0,55.0,45.0,55.0,0.0,100.0,61.7,46.5,55.0,55.0,55.0,55.0,100.0,100.0,0.0,41.6,0.0,45.1,0.0,45.1,0.0,100.0,0.0,41.6,0.0,45.1,0.0,45.1,0.0,100.0,0.0,41.6,0.0,45.1,0.0,45.1,0.0,100.0,0.0,41.6,0.0,45.1,0.0,45.1,0.0,100.0,0.0,41.6,0.0,45.1,0.0,45.1,0.0,100.0,36964,12985,-,**,-,**,-,**,37791,4758,N,N,N,N,N,N,46.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),55.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,(X)
8600000US96752,96752,ZCTA5 96752,1022,126,794,125,598,120,228,68,4.6,3.6,0.9,1.0,0.0,4.9,19.3,15.8,7.6,5.3,7.3,6.3,7.0,7.5,8.8,10.5,6.8,4.0,3.4,2.6,4.2,3.7,18.9,13.8,9.7,5.4,11.2,6.5,7.9,6.8,8.8,11.9,9.8,4.7,12.0,7.3,8.9,6.1,13.6,10.4,20.5,7.4,18.1,7.6,20.9,9.1,17.1,14.8,15.8,6.9,16.9,8.0,13.5,7.6,6.1,9.5,16.9,6.2,19.6,7.6,24.2,9.2,7.5,11.2,4.5,3.2,5.8,4.1,7.0,5.1,0.0,12.3,3.7,3.2,4.8,4.1,6.4,5.5,0.0,12.3,58824,13984,66471,26835,78667,22973,26094,13137,73359,9067,81307,11347,N,N,39451,12055,66.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),70.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),54.8,(X)
